rq,task,reward,agent,precision,recall,f1,fpr,auroc,pr_auc,claim
RQ2,Rogue AP,aggressive_reward,dqn,0.4868073878627968,0.8236607142857143,0.6119402985074627,0.4341517857142857,0.750625298947704,0.6081793595188656,reward controls recall/FPR trade-off
RQ2,Rogue AP,aggressive_reward,dueling_dqn,0.4705128205128205,0.8191964285714286,0.5977198697068404,0.4609375,0.7182417889030611,0.517077449780515,reward controls recall/FPR trade-off
RQ2,Rogue AP,aggressive_reward,double_dqn,0.4851632047477744,0.7299107142857143,0.5828877005347594,0.3872767857142857,0.7402717434630102,0.5903444849962449,reward controls recall/FPR trade-off
RQ2,Rogue AP,conservative_reward,dueling_dqn,0.4790159189580318,0.7388392857142857,0.5812115891132572,0.4017857142857143,0.7261377451371174,0.5627339839619465,reward controls recall/FPR trade-off
RQ2,Rogue AP,conservative_reward,double_dqn,0.4834437086092715,0.6517857142857143,0.5551330798479087,0.3482142857142857,0.7211191605548468,0.5556363412734495,reward controls recall/FPR trade-off
RQ2,ARP Spoofing,conservative_reward,DQN window,0.6828978622327792,0.9551495016611296,0.796398891966759,0.6675,0.7664908637873755,0.7757030233816654,offline reward ablation; not stronger than SDN runtime policy
RQ2,ARP Spoofing,aggressive_reward,DQN window,0.6094240837696335,0.9667774086378738,0.7475915221579962,0.9325,0.7411503322259136,0.8323221589967432,offline reward ablation; not stronger than SDN runtime policy
RQ2,ARP Spoofing,recall_prioritized_reward,DQN window,0.5975855130784709,0.9867109634551496,0.7443609022556391,1.0,0.5415365448504984,0.6427098780117589,offline reward ablation; not stronger than SDN runtime policy
RQ2,ARP Spoofing,fpr_constrained_reward,DQN window,0.5917525773195876,0.9534883720930232,0.7302798982188295,0.99,0.5367649501661129,0.6758939310759363,offline reward ablation; not stronger than SDN runtime policy
