model,policy,files,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,fpr_mean,fpr_std,auroc_mean,pr_auc_mean,test_windows_total,test_positive_windows_total
xgb_per_bssid,fpr_le_0.20,17,0.5532117296370371,0.1703634319540004,0.9409236319369064,0.0656293218168488,0.6745344525608791,0.182637919358965,0.0561084030491233,0.0202804246865917,0.9785967168137244,0.7103052378800682,16487,1288
xgb_per_bssid,fpr_le_0.30,17,0.5532117296370371,0.1703634319540004,0.9409236319369064,0.0656293218168488,0.6745344525608791,0.182637919358965,0.0561084030491233,0.0202804246865917,0.9785967168137244,0.7103052378800682,16487,1288
xgb_per_bssid,best_f1,17,0.5301495134416158,0.1697413301255113,0.9672355024800346,0.0370261564935178,0.6631448664932273,0.1920435687724034,0.0649041733788342,0.0203034125400204,0.9785967168137244,0.7103052378800682,16487,1288
rf_per_bssid,best_f1,17,0.497261869364139,0.1670215580908025,0.9565320112992056,0.0403621172591954,0.6320765682610087,0.193209516464648,0.0771817447991382,0.0384679790895111,0.970632487044932,0.6365350126156265,16487,1288
rf_per_bssid,fpr_le_0.20,17,0.4877889629398205,0.1647471020915234,0.9733608902197424,0.0322149971593112,0.6284266591556145,0.1941618109957449,0.0821121026356275,0.0386175868997446,0.970632487044932,0.6365350126156265,16487,1288
rf_per_bssid,fpr_le_0.30,17,0.4877889629398205,0.1647471020915234,0.9733608902197424,0.0322149971593112,0.6284266591556145,0.1941618109957449,0.0821121026356275,0.0386175868997446,0.970632487044932,0.6365350126156265,16487,1288
