feature_set,model,test_file,val_file,policy,feature_count,test_windows,test_positive_windows,threshold,precision,recall,f1,fpr,auroc,pr_auc,tn,fp,fn,tp
full,xgb_per_bssid,RogueAP_39.csv,RogueAP_38.csv,best_f1,143,465,24,0.9179830431938169,0.5675675675675675,0.875,0.6885245901639344,0.036281179138321996,0.9813869992441421,0.6764330788872177,425,16,3,21
full,xgb_per_bssid,RogueAP_39.csv,RogueAP_38.csv,fpr_le_0.20,143,465,24,0.8076229691505432,0.5714285714285714,1.0,0.7272727272727273,0.04081632653061224,0.9813869992441421,0.6764330788872177,423,18,0,24
full,rf_per_bssid,RogueAP_39.csv,RogueAP_38.csv,best_f1,143,465,24,0.6352347956200405,0.5476190476190477,0.9583333333333334,0.696969696969697,0.04308390022675737,0.979875283446712,0.6987744733851505,422,19,1,23
full,rf_per_bssid,RogueAP_39.csv,RogueAP_38.csv,fpr_le_0.20,143,465,24,0.23628184597503596,0.5217391304347826,1.0,0.6857142857142857,0.049886621315192746,0.979875283446712,0.6987744733851505,419,22,0,24
drop_mgmt_fingerprint,xgb_per_bssid,RogueAP_23.csv,RogueAP_39.csv,best_f1,121,1000,1,0.7931911468505859,0.0136986301369863,1.0,0.02702702702702703,0.07207207207207207,0.997997997997998,0.3333333333333333,927,72,0,1
drop_mgmt_fingerprint,xgb_per_bssid,RogueAP_23.csv,RogueAP_39.csv,fpr_le_0.20,121,1000,1,0.6298143267631531,0.01,1.0,0.019801980198019802,0.0990990990990991,0.997997997997998,0.3333333333333333,900,99,0,1
drop_mgmt_fingerprint,rf_per_bssid,RogueAP_23.csv,RogueAP_39.csv,best_f1,121,1000,1,0.631297652193974,0.0196078431372549,1.0,0.038461538461538464,0.05005005005005005,0.9939939939939939,0.14285714285714285,949,50,0,1
drop_mgmt_fingerprint,rf_per_bssid,RogueAP_23.csv,RogueAP_39.csv,fpr_le_0.20,121,1000,1,0.533908583962411,0.014925373134328358,1.0,0.029411764705882353,0.06606606606606606,0.9939939939939939,0.14285714285714285,933,66,0,1
drop_mgmt_fingerprint,xgb_per_bssid,RogueAP_24.csv,RogueAP_39.csv,best_f1,121,1001,28,0.8150002598762512,0.0794979079497908,0.6785714285714286,0.14232209737827714,0.2261048304213772,0.7775657025400088,0.05930424384202879,753,220,9,19
drop_mgmt_fingerprint,xgb_per_bssid,RogueAP_24.csv,RogueAP_39.csv,fpr_le_0.20,121,1001,28,0.6183736324310303,0.0696969696969697,0.8214285714285714,0.12849162011173185,0.31551901336073995,0.7775657025400088,0.05930424384202879,666,307,5,23
drop_mgmt_fingerprint,rf_per_bssid,RogueAP_24.csv,RogueAP_39.csv,best_f1,121,1001,28,0.6749643309174034,0.0859375,0.7857142857142857,0.15492957746478872,0.24049331963001028,0.7755469094112465,0.05973320990692642,739,234,6,22
drop_mgmt_fingerprint,rf_per_bssid,RogueAP_24.csv,RogueAP_39.csv,fpr_le_0.20,121,1001,28,0.4951104774697419,0.07162534435261708,0.9285714285714286,0.1329923273657289,0.34635149023638234,0.7755469094112465,0.05973320990692642,636,337,2,26
drop_mgmt_fingerprint,xgb_per_bssid,RogueAP_25.csv,RogueAP_39.csv,best_f1,121,1001,83,0.8612697982788088,0.41228070175438597,0.5662650602409639,0.47715736040609136,0.07298474945533769,0.9024857600335984,0.4773575800441573,851,67,36,47
drop_mgmt_fingerprint,xgb_per_bssid,RogueAP_25.csv,RogueAP_39.csv,fpr_le_0.20,121,1001,83,0.6978259682655334,0.2611683848797251,0.9156626506024096,0.40641711229946526,0.23420479302832245,0.9024857600335984,0.4773575800441573,703,215,7,76
drop_mgmt_fingerprint,rf_per_bssid,RogueAP_25.csv,RogueAP_39.csv,best_f1,121,1001,83,0.6811999487826222,0.2425531914893617,0.6867469879518072,0.3584905660377358,0.19389978213507625,0.8582828044202955,0.31609826433144284,740,178,26,57
drop_mgmt_fingerprint,rf_per_bssid,RogueAP_25.csv,RogueAP_39.csv,fpr_le_0.20,121,1001,83,0.5135926021675727,0.1949367088607595,0.927710843373494,0.32217573221757323,0.3464052287581699,0.8582828044202955,0.31609826433144284,600,318,6,77
drop_mgmt_fingerprint,xgb_per_bssid,RogueAP_26.csv,RogueAP_39.csv,best_f1,121,1000,79,0.8297040700912477,0.3961038961038961,0.7721518987341772,0.5236051502145923,0.10097719869706841,0.9319396913096661,0.5600526152238322,828,93,18,61
drop_mgmt_fingerprint,xgb_per_bssid,RogueAP_26.csv,RogueAP_39.csv,fpr_le_0.20,121,1000,79,0.6714089512825012,0.24050632911392406,0.9620253164556962,0.3848101265822785,0.26058631921824105,0.9319396913096661,0.5600526152238322,681,240,3,76
drop_mgmt_fingerprint,rf_per_bssid,RogueAP_26.csv,RogueAP_39.csv,best_f1,121,1000,79,0.6984879607963498,0.3080568720379147,0.8227848101265823,0.4482758620689655,0.15852334419109662,0.9061834274797619,0.4242305739173794,775,146,14,65
drop_mgmt_fingerprint,rf_per_bssid,RogueAP_26.csv,RogueAP_39.csv,fpr_le_0.20,121,1000,79,0.5238949029232615,0.1953727506426735,0.9620253164556962,0.3247863247863248,0.33984799131378934,0.9061834274797619,0.4242305739173794,608,313,3,76
drop_mgmt_fingerprint,xgb_per_bssid,RogueAP_27.csv,RogueAP_39.csv,best_f1,121,997,70,0.8299890041351321,0.4076923076923077,0.7571428571428571,0.53,0.08306364617044229,0.9496224379719526,0.6124035691091905,850,77,17,53
drop_mgmt_fingerprint,xgb_per_bssid,RogueAP_27.csv,RogueAP_39.csv,fpr_le_0.20,121,997,70,0.6544848084449768,0.33507853403141363,0.9142857142857143,0.4904214559386973,0.13700107874865156,0.9496224379719526,0.6124035691091905,800,127,6,64
drop_mgmt_fingerprint,rf_per_bssid,RogueAP_27.csv,RogueAP_39.csv,best_f1,121,997,70,0.7282017118869437,0.366412213740458,0.6857142857142857,0.47761194029850745,0.0895361380798274,0.9223763291724456,0.4105723829634975,844,83,22,48
drop_mgmt_fingerprint,rf_per_bssid,RogueAP_27.csv,RogueAP_39.csv,fpr_le_0.20,121,997,70,0.5221576910066869,0.2935323383084577,0.8428571428571429,0.4354243542435424,0.15318230852211434,0.9223763291724456,0.4105723829634975,785,142,11,59
drop_mgmt_fingerprint,xgb_per_bssid,RogueAP_28.csv,RogueAP_39.csv,best_f1,121,1001,83,0.8084559917449953,0.4855072463768116,0.8072289156626506,0.6063348416289592,0.07734204793028322,0.9647019450350423,0.6860089795403499,847,71,16,67
drop_mgmt_fingerprint,xgb_per_bssid,RogueAP_28.csv,RogueAP_39.csv,fpr_le_0.20,121,1001,83,0.628119707107544,0.43315508021390375,0.9759036144578314,0.6,0.11546840958605664,0.9647019450350423,0.6860089795403499,812,106,2,81
drop_mgmt_fingerprint,rf_per_bssid,RogueAP_28.csv,RogueAP_39.csv,best_f1,121,1001,83,0.702350465765843,0.4803921568627451,0.5903614457831325,0.5297297297297298,0.05773420479302832,0.9423839147439431,0.56972707095545,865,53,34,49
drop_mgmt_fingerprint,rf_per_bssid,RogueAP_28.csv,RogueAP_39.csv,fpr_le_0.20,121,1001,83,0.5339517881688378,0.39759036144578314,0.7951807228915663,0.5301204819277109,0.10893246187363835,0.9423839147439431,0.56972707095545,818,100,17,66
drop_mgmt_fingerprint,xgb_per_bssid,RogueAP_29.csv,RogueAP_39.csv,best_f1,121,1001,164,0.8140189886093141,0.43154761904761907,0.8841463414634146,0.58,0.22819593787335724,0.9186154092723723,0.7084686426495881,646,191,19,145
drop_mgmt_fingerprint,xgb_per_bssid,RogueAP_29.csv,RogueAP_39.csv,fpr_le_0.20,121,1001,164,0.7003520131111145,0.3878048780487805,0.9695121951219512,0.554006968641115,0.2998805256869773,0.9186154092723723,0.7084686426495881,586,251,5,159
